country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,label
Germany,17.022550364203948,16.530274310972434,18.23115680819912,18.823380603900187,21.110854545454547,22.862344286622854,23.260726255562624,19.07105568396722,20.656506329113927,22.418256584536948,27.241540070883907,29.67924741834645,35.0054227158607,35.245899105389476,43.363300890868594,47.253218408911884,53.3754484385685,69.2835798191002,68.67461183431953,70.32939231324433,77.84872032027175,96.02087702257164,115.07770491803278,122.13057575757578,130.38734676141019,5.0
India,72.79134386174016,73.87638616401088,71.30087507886435,73.63498657384386,85.79942559025135,76.66961256949482,73.27098102813727,76.47621419385568,83.93628499399759,83.22660656124616,77.97395002893181,77.12924633022236,70.81060404821469,84.25112173812552,97.86570102899908,118.16688443271768,133.9451480475382,147.81509155101043,139.75097036770873,144.0823236423998,154.86165316817534,179.01472704402508,176.36176594280292,192.43409260372826,193.372455136541,5.0
Indonesia,14.240705361659082,15.765021852970795,19.81862773109244,17.24733644976315,13.342286578136115,15.765267416806314,15.676493476974072,11.085919250501892,19.59217020064111,16.76643129948766,18.672269443122328,22.98665047861384,20.908906525573197,20.566675034738303,20.21971170274337,21.10865470540572,19.197547503989068,21.986916991963266,22.845935994462394,23.89770715685145,31.144920380273323,24.444328110441994,22.780602884182066,25.465643851243442,26.637140921409216,1.0
Italy,30.60401633248269,39.78750654265554,39.27749762117918,37.53422162645219,39.24575186231699,35.001592899408266,38.66429654561559,37.86722771780065,38.487645141065826,41.14957378305864,40.512726152291954,42.339925176349894,39.02805476042315,37.24482528848514,45.17783887147336,39.36058437461793,40.06705935475986,36.993214363176286,43.55193059235192,50.0485481164841,55.68605948522403,59.11287164303585,65.86909748978402,79.30146401384083,88.46893138997513,1.0
Japan,57.4663548269581,62.06108492081707,53.59270953237411,60.36767901121538,45.4764196771714,53.17530020091528,51.91574137931034,56.77813321356389,56.812508290271865,54.45975562729601,55.22353063493828,53.553124117255145,55.22772642762284,66.21006605257246,63.614771108622634,54.23167973568281,59.20302819427425,57.58281196834818,56.56421800728235,54.29967324692589,67.1488054054054,80.67902176932711,83.9991497049478,93.18593705572115,101.88744827586208,5.0
Kazakhstan,10.64190606093699,10.156903197642693,9.87500872410033,10.864500831946756,16.56730631236946,11.2728,10.122541082438913,8.401885714285715,8.5824,8.344004719255942,13.369041087542485,11.760394101876676,16.338319254365267,15.777114450867051,13.887105184174626,13.408807057226872,15.684395513683267,14.411917519310427,12.618996891191713,11.081871794871798,13.711393243991585,13.109676237623766,12.269291533180775,12.09889500486539,12.93504737299175,1.0
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Malaysia,4.572818277488811,5.887725419664267,5.435419064959474,5.386707281609862,6.9890652142599965,5.951493940447223,4.581775742409076,3.499936126888865,4.073791304347826,6.745642685959758,6.3024658438959325,6.526877539691353,4.80452183932802,4.719853698161608,5.7019213109460765,5.6732415706359385,6.651540180975977,6.778530019284338,8.485853556349463,7.6306477148080445,7.291985533453889,8.632300996891415,9.528917037356942,11.900371778604246,14.122162055598626,1.0
Mexico,33.55072988978888,32.969931323283085,39.79688582189938,41.790354423592476,32.586088984934555,40.43601728880158,43.066788293071404,36.1539340329835,34.832831755854876,43.517704817296746,42.759359102244396,35.85390282301846,31.289623357664237,26.04077842266985,31.23708270017533,35.426562131572744,34.93432191780822,32.067090422436856,40.05143924326946,30.07610350373349,38.665758992805756,35.95713688168252,34.66408663728105,31.64433564013841,42.277164419112296,1.0
Netherlands,0.7266203883495146,0.8167349605023292,0.8650658190659508,0.9791035714285712,1.130587766714083,1.2873791391065432,1.6108519464595892,1.8321500665506296,2.1068689655172417,2.2132918134074764,2.630742863053372,2.9367828962371725,3.486609013144169,3.4945939109581894,4.653978218657662,6.580921880064827,6.8053786608600975,6.332491949563531,7.689651744568795,8.170961114181496,8.389567575322813,9.382689729790334,10.235423256343156,10.073489570552146,9.949677492106453,1.0
New Zealand,21.635120260130076,20.421001972818946,19.653325392192627,21.39667885117493,26.048018105849586,27.312774613003068,23.13543276026742,19.802826947509203,23.44311170431213,19.082646981627292,20.52426315789473,17.15212996706916,20.25209960681521,19.781364705882357,24.79297683013504,20.742729530201334,20.829109459459463,19.04443799012489,19.5630201342282,22.341885471898188,22.872040238450065,25.725385642737926,24.400734612651032,23.86129013209014,28.76209042145595,1.0
Nigeria,4.4062492211838,7.633294117647058,8.576359087066782,7.843834632245492,6.345884577036923,6.334143784445804,6.524218929543394,6.67674762633997,7.1042925218517325,8.049824809839777,8.528170022661053,8.979411006798319,9.432136743282618,7.990516640253565,8.14975045045045,9.001414925373135,6.614407407407408,6.656042524005487,6.6878264746227725,4.777872632944229,6.273317460317461,6.3480294478527615,5.958169261427326,5.411041196665033,5.2524111394248285,1.0
Norway,3668.375438095343,3618.847800000095,5934.298999999935,5954.467200000127,3523.3392857143,3281.0416941175454,2080.5449999999773,2970.803333333346,3589.9115631579425,3304.351145454611,3773.119885714375,2350.434333333336,2658.596323809574,2028.3067000000585,1869.0791923076763,2297.8696075471453,1897.625447058825,1514.8130883720878,2158.275345762671,408.5898627565985,331.36258823529437,390.4930593659948,652.3016339901469,552.0194228070152,573.354573913045,2.0
Poland,6.020184968727572,6.079640129350167,6.310640039082588,5.71430394736842,5.889056128434705,5.420505453797079,5.748418234204568,5.3765518568048565,5.939192810660057,5.708027671657201,5.390710174208845,5.836581919619794,5.3471675090252715,4.6101723447922005,5.608992237819984,6.355002858918582,6.128186685962372,7.0031433797547304,8.500921812080536,10.815734710831823,13.60851802005823,15.741144601962926,20.18622338520095,20.36255392541158,23.469614292268872,1.0
Portugal,8.938267282809612,8.912879413974455,5.173559685667954,8.780042629597451,11.511111854684513,9.08147234042553,15.635034975917016,14.012349544595294,12.630676523382142,7.1531254733653125,10.845400286944043,12.88625655762764,7.846209242618742,15.033564493578279,9.682135405105438,6.548507650742969,12.392325541125546,12.28253900184843,11.160702176830174,14.106580296200905,20.4205219470538,17.361886513033618,16.217523052294563,28.103392051030426,28.736347605487968,1.0
Romania,16.486554485776807,22.622863724434872,23.51776314245632,25.01608339828527,21.72064862457428,27.660681066406802,24.76793153928956,28.157632852610327,29.883755263564698,27.01125618645394,19.63453570030752,19.57987717842323,21.3373935483871,16.9930111915734,20.070853638547405,24.35332888754168,20.862,17.142209047940582,17.134417528579203,15.156268316831687,19.660340592861463,15.847450892005988,13.87221702127659,17.029506948918545,22.471875659824047,1.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
South Africa,3.1340926754832155,4.164000767263426,2.2844576751721344,1.618315128593041,2.8028188596936188,2.0451984247197816,3.9363335369578487,5.326084339815761,4.939756009394465,3.953659997964791,4.8005052148178375,5.186362036942544,5.519328041679435,4.632862272403621,5.838716326530613,5.1912926250382005,6.861617460805412,4.6853916895255505,5.40780579562786,5.067731765424557,6.575459736546511,6.115730910575745,5.3669664019547945,5.5071274949083495,8.430150308008216,1.0
Spain,17.107370117732735,18.313388807069217,14.1978802963649,15.885338659607749,18.501308617726487,16.62257491717936,25.74241632114089,23.07015489803577,22.68574756143196,18.42456228838295,23.388183503913304,30.448553692999354,22.52175802820239,33.755751617076314,29.07242334322453,25.147124866151103,30.28299466108993,35.19414829659319,31.96063684276889,37.29672857142856,45.40964035483386,45.47193936338759,48.86626497987349,59.36955118427685,61.66799146919432,1.0
Sweden,9.445131667349447,8.281535541951747,9.71517927984839,10.684975389208788,8.05857724793243,8.964787786259542,8.405981552452095,9.313778495455423,10.241929133858273,8.72064501160093,10.53348207767899,9.818318913896347,11.005146863468633,10.096142693055306,10.440754279483915,12.231723500410848,12.506475074478647,11.669193617021284,13.200323220153336,15.413090178141545,16.659197850906647,13.304342616992276,14.868924205378967,11.579197038972346,12.275447994561524,1.0
Thailand,3.9086817444219055,3.733658815760512,3.2399384316267015,2.726931435853866,3.3391614349775787,5.1392081087004176,6.1584547705513355,5.803525350886737,4.20279366279689,3.331421112396173,4.8427584182852215,4.955782776349613,5.953649891915263,6.0768463030825615,5.249889658101509,5.256935676476815,6.748888354103997,7.490769577827909,7.335963597430407,6.943593770139638,6.130138944803476,9.066821370309947,10.254061827311428,11.22342625381596,12.193085789705238,1.0
Turkey,26.846490055341267,24.217666291230888,28.464409971840325,37.11389297658863,32.143364659427434,36.29460123224371,42.171504942166145,39.392473809134046,41.969392167990925,30.594842616395322,24.616936290967224,18.594134131736524,24.693508474576287,23.74030625083657,32.03297506857225,25.766186986482897,29.910862876254182,24.40340734840065,23.391578584392015,26.92464255160408,40.75677750611246,41.98965667604124,47.16878114607668,49.2845078673785,37.85029815446846,1.0
Ukraine,11.938803609584069,13.151207689093187,8.260601652892563,12.539387256860476,13.355421697008412,10.987514234462383,7.913901964904907,8.657985756676558,14.178398865513827,12.678749459429946,9.556372781825976,9.50069076823757,7.536926338102808,7.7430917915171955,8.570297025465441,10.275616384301953,9.824533333333333,7.615481492442656,8.802454719795438,8.897961728660503,9.802822497308936,8.315936134097178,8.717020735466043,11.72097431432303,7.073961204511599,1.0
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06130143128815934,0.1978372004411912,1.0
United Kingdom,6.275887084870847,5.4081399264405405,6.4855927780057465,5.200404131301768,6.085590227879286,5.815737587197376,4.857780355319584,5.361978688524589,6.447821673355975,7.827320910973085,8.110700662251656,7.68678115388585,8.635096723351309,8.465218211920531,10.753211781909338,12.956893979581098,14.725084037260508,15.463816136919315,16.83245431754875,17.294599772554967,17.63478172764668,23.330849442213307,30.287663055872297,37.96906990141347,44.040357686529795,1.0
United States,297.6942489323036,281.1801890380061,270.7273745308311,294.00285842696627,275.9662606868102,314.14254991535944,350.4816,346.37857482185274,307.65650302962797,285.94859734425137,264.37698001973905,217.81016478721108,275.57153127753304,288.3736816484367,282.0726864948227,283.77100774647886,300.4328090566456,277.45924871006696,291.9908150326075,307.93710372113867,313.99712809039045,368.79344871148766,345.1062456901473,366.5653625733012,376.85386537396124,0.0
Uzbekistan,6.378421768707487,5.975408574322042,6.844181245722108,8.651367752557922,7.806512572033402,5.786215087396503,6.997131087235781,6.0002738623370675,6.3041243997255885,6.250459691252145,6.361963823462152,6.457028816466553,6.649706117781593,8.282682416932719,9.903438545986823,9.092871283046325,9.56600317034508,6.523648510295639,12.270261038961037,9.544097147073293,10.992277448747156,10.520806164553814,11.635682136045773,11.586335617134864,11.868998410680227,1.0
World,2163.093360777473,2181.537420363456,2225.0824844919784,2320.2495383882692,2316.958745127436,2397.8632413447062,2446.337850868424,2465.152225149701,2461.862246925848,2419.7121216961305,2469.6963317818,2437.8206330150565,2500.8615376788557,2578.753060111949,2726.3209567812164,2869.212260901519,3014.190699386503,3077.791076287147,3211.5930267291333,3323.8019019912877,3598.0377754900733,3815.251838600452,4126.380590862945,4369.772802819428,4539.385507525213,
